... loading data
... building the model
... getting the pretraining functions
... pre-training the model
epoch 15, minibatch 50000/50000, validation error 2.480000 %
epoch 16, minibatch 50000/50000, validation error 2.900000 %
epoch 17, minibatch 50000/50000, validation error 2.320000 %
     epoch 17, minibatch 50000/50000, test error of best model 2.540000 %
epoch 18, minibatch 50000/50000, validation error 2.520000 %
epoch 19, minibatch 50000/50000, validation error 2.520000 %
epoch 20, minibatch 50000/50000, validation error 2.260000 %
     epoch 20, minibatch 50000/50000, test error of best model 2.320000 %
epoch 21, minibatch 50000/50000, validation error 2.610000 %
epoch 22, minibatch 50000/50000, validation error 2.890000 %
epoch 23, minibatch 50000/50000, validation error 2.590000 %
epoch 24, minibatch 50000/50000, validation error 2.410000 %
epoch 25, minibatch 50000/50000, validation error 2.460000 %
epoch 26, minibatch 50000/50000, validation error 2.490000 %
epoch 27, minibatch 50000/50000, validation error 2.810000 %
epoch 28, minibatch 50000/50000, validation error 2.760000 %
epoch 29, minibatch 50000/50000, validation error 2.630000 %
epoch 30, minibatch 50000/50000, validation error 2.480000 %
epoch 31, minibatch 50000/50000, validation error 2.310000 %
epoch 32, minibatch 50000/50000, validation error 2.580000 %
epoch 33, minibatch 50000/50000, validation error 2.280000 %
epoch 34, minibatch 50000/50000, validation error 2.460000 %
epoch 35, minibatch 50000/50000, validation error 2.310000 %
epoch 36, minibatch 50000/50000, validation error 2.310000 %
epoch 37, minibatch 50000/50000, validation error 2.480000 %
epoch 38, minibatch 50000/50000, validation error 2.150000 %
     epoch 38, minibatch 50000/50000, test error of best model 2.140000 %
epoch 39, minibatch 50000/50000, validation error 2.240000 %
epoch 40, minibatch 50000/50000, validation error 2.350000 %
epoch 41, minibatch 50000/50000, validation error 2.390000 %
epoch 42, minibatch 50000/50000, validation error 2.520000 %
epoch 43, minibatch 50000/50000, validation error 2.660000 %
epoch 44, minibatch 50000/50000, validation error 2.380000 %
epoch 45, minibatch 50000/50000, validation error 2.620000 %
epoch 46, minibatch 50000/50000, validation error 2.190000 %
epoch 47, minibatch 50000/50000, validation error 2.110000 %
     epoch 47, minibatch 50000/50000, test error of best model 2.090000 %
epoch 48, minibatch 50000/50000, validation error 2.150000 %
epoch 49, minibatch 50000/50000, validation error 2.400000 %
epoch 50, minibatch 50000/50000, validation error 2.460000 %
epoch 51, minibatch 50000/50000, validation error 2.270000 %
epoch 52, minibatch 50000/50000, validation error 2.460000 %
epoch 53, minibatch 50000/50000, validation error 2.420000 %
epoch 54, minibatch 50000/50000, validation error 2.150000 %
epoch 55, minibatch 50000/50000, validation error 2.450000 %
epoch 56, minibatch 50000/50000, validation error 2.230000 %
epoch 57, minibatch 50000/50000, validation error 2.210000 %
epoch 58, minibatch 50000/50000, validation error 2.190000 %
epoch 59, minibatch 50000/50000, validation error 2.130000 %
epoch 60, minibatch 50000/50000, validation error 2.130000 %
epoch 61, minibatch 50000/50000, validation error 2.140000 %
epoch 62, minibatch 50000/50000, validation error 1.970000 %
     epoch 62, minibatch 50000/50000, test error of best model 1.970000 %
epoch 63, minibatch 50000/50000, validation error 1.990000 %
epoch 64, minibatch 50000/50000, validation error 1.980000 %
epoch 65, minibatch 50000/50000, validation error 1.980000 %
epoch 66, minibatch 50000/50000, validation error 1.970000 %
epoch 67, minibatch 50000/50000, validation error 1.970000 %
epoch 68, minibatch 50000/50000, validation error 1.960000 %
     epoch 68, minibatch 50000/50000, test error of best model 1.950000 %
epoch 69, minibatch 50000/50000, validation error 1.970000 %
epoch 70, minibatch 50000/50000, validation error 1.970000 %
epoch 71, minibatch 50000/50000, validation error 1.970000 %
epoch 72, minibatch 50000/50000, validation error 1.960000 %
epoch 73, minibatch 50000/50000, validation error 1.950000 %
     epoch 73, minibatch 50000/50000, test error of best model 1.980000 %
epoch 74, minibatch 50000/50000, validation error 1.960000 %
epoch 75, minibatch 50000/50000, validation error 1.960000 %
epoch 76, minibatch 50000/50000, validation error 1.960000 %
epoch 77, minibatch 50000/50000, validation error 1.970000 %
epoch 78, minibatch 50000/50000, validation error 1.980000 %
epoch 79, minibatch 50000/50000, validation error 1.980000 %
epoch 80, minibatch 50000/50000, validation error 1.980000 %
epoch 81, minibatch 50000/50000, validation error 1.960000 %
epoch 82, minibatch 50000/50000, validation error 1.960000 %
epoch 83, minibatch 50000/50000, validation error 1.960000 %
epoch 84, minibatch 50000/50000, validation error 1.960000 %
epoch 85, minibatch 50000/50000, validation error 1.960000 %
epoch 86, minibatch 50000/50000, validation error 1.960000 %
epoch 87, minibatch 50000/50000, validation error 1.950000 %
epoch 88, minibatch 50000/50000, validation error 1.950000 %
epoch 89, minibatch 50000/50000, validation error 1.950000 %
epoch 90, minibatch 50000/50000, validation error 1.950000 %
epoch 91, minibatch 50000/50000, validation error 1.950000 %
epoch 92, minibatch 50000/50000, validation error 1.950000 %
epoch 93, minibatch 50000/50000, validation error 1.950000 %
epoch 94, minibatch 50000/50000, validation error 1.960000 %
epoch 95, minibatch 50000/50000, validation error 1.960000 %
epoch 96, minibatch 50000/50000, validation error 1.960000 %
epoch 97, minibatch 50000/50000, validation error 1.960000 %
epoch 98, minibatch 50000/50000, validation error 1.960000 %
epoch 99, minibatch 50000/50000, validation error 1.960000 %
epoch 100, minibatch 50000/50000, validation error 1.960000 %
epoch 101, minibatch 50000/50000, validation error 1.970000 %
epoch 102, minibatch 50000/50000, validation error 1.960000 %
epoch 103, minibatch 50000/50000, validation error 1.960000 %
epoch 104, minibatch 50000/50000, validation error 1.960000 %
epoch 105, minibatch 50000/50000, validation error 1.960000 %
epoch 106, minibatch 50000/50000, validation error 1.950000 %
epoch 107, minibatch 50000/50000, validation error 1.950000 %
epoch 108, minibatch 50000/50000, validation error 1.950000 %
epoch 109, minibatch 50000/50000, validation error 1.950000 %
epoch 110, minibatch 50000/50000, validation error 1.950000 %
epoch 111, minibatch 50000/50000, validation error 1.950000 %
epoch 112, minibatch 50000/50000, validation error 1.950000 %
epoch 113, minibatch 50000/50000, validation error 1.950000 %
epoch 114, minibatch 50000/50000, validation error 1.950000 %
epoch 115, minibatch 50000/50000, validation error 1.950000 %
epoch 116, minibatch 50000/50000, validation error 1.950000 %
epoch 117, minibatch 50000/50000, validation error 1.950000 %
epoch 118, minibatch 50000/50000, validation error 1.950000 %
epoch 119, minibatch 50000/50000, validation error 1.950000 %
epoch 120, minibatch 50000/50000, validation error 1.950000 %
epoch 121, minibatch 50000/50000, validation error 1.950000 %
epoch 122, minibatch 50000/50000, validation error 1.950000 %
epoch 123, minibatch 50000/50000, validation error 1.950000 %
epoch 124, minibatch 50000/50000, validation error 1.950000 %
epoch 125, minibatch 50000/50000, validation error 1.940000 %
     epoch 125, minibatch 50000/50000, test error of best model 2.010000 %
epoch 126, minibatch 50000/50000, validation error 1.940000 %
epoch 127, minibatch 50000/50000, validation error 1.940000 %
epoch 128, minibatch 50000/50000, validation error 1.940000 %
epoch 129, minibatch 50000/50000, validation error 1.940000 %
epoch 130, minibatch 50000/50000, validation error 1.940000 %
epoch 131, minibatch 50000/50000, validation error 1.940000 %
epoch 132, minibatch 50000/50000, validation error 1.940000 %
epoch 133, minibatch 50000/50000, validation error 1.940000 %
epoch 134, minibatch 50000/50000, validation error 1.940000 %
epoch 135, minibatch 50000/50000, validation error 1.940000 %
epoch 136, minibatch 50000/50000, validation error 1.940000 %
epoch 137, minibatch 50000/50000, validation error 1.940000 %
epoch 138, minibatch 50000/50000, validation error 1.940000 %
epoch 139, minibatch 50000/50000, validation error 1.940000 %
epoch 140, minibatch 50000/50000, validation error 1.940000 %
epoch 141, minibatch 50000/50000, validation error 1.940000 %
epoch 142, minibatch 50000/50000, validation error 1.940000 %
epoch 143, minibatch 50000/50000, validation error 1.940000 %
epoch 144, minibatch 50000/50000, validation error 1.940000 %
epoch 145, minibatch 50000/50000, validation error 1.940000 %
epoch 146, minibatch 50000/50000, validation error 1.940000 %
epoch 147, minibatch 50000/50000, validation error 1.940000 %
epoch 148, minibatch 50000/50000, validation error 1.940000 %
epoch 149, minibatch 50000/50000, validation error 1.940000 %
epoch 150, minibatch 50000/50000, validation error 1.940000 %
epoch 151, minibatch 50000/50000, validation error 1.940000 %
epoch 152, minibatch 50000/50000, validation error 1.940000 %
epoch 153, minibatch 50000/50000, validation error 1.940000 %
epoch 154, minibatch 50000/50000, validation error 1.940000 %
epoch 155, minibatch 50000/50000, validation error 1.950000 %
epoch 156, minibatch 50000/50000, validation error 1.950000 %
epoch 157, minibatch 50000/50000, validation error 1.950000 %
epoch 158, minibatch 50000/50000, validation error 1.950000 %
epoch 159, minibatch 50000/50000, validation error 1.950000 %
epoch 160, minibatch 50000/50000, validation error 1.940000 %
epoch 161, minibatch 50000/50000, validation error 1.940000 %
epoch 162, minibatch 50000/50000, validation error 1.940000 %
epoch 163, minibatch 50000/50000, validation error 1.940000 %
epoch 164, minibatch 50000/50000, validation error 1.940000 %
epoch 165, minibatch 50000/50000, validation error 1.940000 %
epoch 166, minibatch 50000/50000, validation error 1.940000 %
epoch 167, minibatch 50000/50000, validation error 1.940000 %
epoch 168, minibatch 50000/50000, validation error 1.940000 %
epoch 169, minibatch 50000/50000, validation error 1.940000 %
epoch 170, minibatch 50000/50000, validation error 1.940000 %
epoch 171, minibatch 50000/50000, validation error 1.940000 %
epoch 172, minibatch 50000/50000, validation error 1.940000 %
epoch 173, minibatch 50000/50000, validation error 1.940000 %
epoch 174, minibatch 50000/50000, validation error 1.940000 %
epoch 175, minibatch 50000/50000, validation error 1.940000 %
epoch 176, minibatch 50000/50000, validation error 1.940000 %
epoch 177, minibatch 50000/50000, validation error 1.930000 %
     epoch 177, minibatch 50000/50000, test error of best model 2.010000 %
epoch 178, minibatch 50000/50000, validation error 1.930000 %
epoch 179, minibatch 50000/50000, validation error 1.930000 %
epoch 180, minibatch 50000/50000, validation error 1.930000 %
epoch 181, minibatch 50000/50000, validation error 1.930000 %
epoch 182, minibatch 50000/50000, validation error 1.930000 %
epoch 183, minibatch 50000/50000, validation error 1.930000 %
epoch 184, minibatch 50000/50000, validation error 1.930000 %
epoch 185, minibatch 50000/50000, validation error 1.930000 %
epoch 186, minibatch 50000/50000, validation error 1.930000 %
epoch 187, minibatch 50000/50000, validation error 1.930000 %
epoch 188, minibatch 50000/50000, validation error 1.930000 %
epoch 189, minibatch 50000/50000, validation error 1.930000 %
epoch 190, minibatch 50000/50000, validation error 1.930000 %
epoch 191, minibatch 50000/50000, validation error 1.930000 %
epoch 192, minibatch 50000/50000, validation error 1.930000 %
epoch 193, minibatch 50000/50000, validation error 1.930000 %
epoch 194, minibatch 50000/50000, validation error 1.930000 %
epoch 195, minibatch 50000/50000, validation error 1.930000 %
epoch 196, minibatch 50000/50000, validation error 1.930000 %
epoch 197, minibatch 50000/50000, validation error 1.930000 %
epoch 198, minibatch 50000/50000, validation error 1.930000 %
epoch 199, minibatch 50000/50000, validation error 1.930000 %
epoch 200, minibatch 50000/50000, validation error 1.930000 %
epoch 201, minibatch 50000/50000, validation error 1.930000 %
epoch 202, minibatch 50000/50000, validation error 1.930000 %
epoch 203, minibatch 50000/50000, validation error 1.930000 %
epoch 204, minibatch 50000/50000, validation error 1.930000 %
epoch 205, minibatch 50000/50000, validation error 1.930000 %
epoch 206, minibatch 50000/50000, validation error 1.930000 %
epoch 207, minibatch 50000/50000, validation error 1.930000 %
epoch 208, minibatch 50000/50000, validation error 1.930000 %
epoch 209, minibatch 50000/50000, validation error 1.930000 %
epoch 210, minibatch 50000/50000, validation error 1.930000 %
epoch 211, minibatch 50000/50000, validation error 1.930000 %
epoch 212, minibatch 50000/50000, validation error 1.930000 %
epoch 213, minibatch 50000/50000, validation error 1.930000 %
epoch 214, minibatch 50000/50000, validation error 1.930000 %
epoch 215, minibatch 50000/50000, validation error 1.930000 %
epoch 216, minibatch 50000/50000, validation error 1.920000 %
     epoch 216, minibatch 50000/50000, test error of best model 2.010000 %
epoch 217, minibatch 50000/50000, validation error 1.920000 %
epoch 218, minibatch 50000/50000, validation error 1.920000 %
epoch 219, minibatch 50000/50000, validation error 1.920000 %
epoch 220, minibatch 50000/50000, validation error 1.920000 %
epoch 221, minibatch 50000/50000, validation error 1.920000 %
epoch 222, minibatch 50000/50000, validation error 1.920000 %
epoch 223, minibatch 50000/50000, validation error 1.920000 %
epoch 224, minibatch 50000/50000, validation error 1.920000 %
epoch 225, minibatch 50000/50000, validation error 1.920000 %
epoch 226, minibatch 50000/50000, validation error 1.920000 %
epoch 227, minibatch 50000/50000, validation error 1.920000 %
epoch 228, minibatch 50000/50000, validation error 1.920000 %
epoch 229, minibatch 50000/50000, validation error 1.920000 %
epoch 230, minibatch 50000/50000, validation error 1.920000 %
epoch 231, minibatch 50000/50000, validation error 1.920000 %
epoch 232, minibatch 50000/50000, validation error 1.920000 %
epoch 233, minibatch 50000/50000, validation error 1.920000 %
epoch 234, minibatch 50000/50000, validation error 1.920000 %
epoch 235, minibatch 50000/50000, validation error 1.920000 %
epoch 236, minibatch 50000/50000, validation error 1.920000 %
epoch 237, minibatch 50000/50000, validation error 1.920000 %
epoch 238, minibatch 50000/50000, validation error 1.920000 %
epoch 239, minibatch 50000/50000, validation error 1.920000 %
epoch 240, minibatch 50000/50000, validation error 1.920000 %
epoch 241, minibatch 50000/50000, validation error 1.920000 %
epoch 242, minibatch 50000/50000, validation error 1.920000 %
epoch 243, minibatch 50000/50000, validation error 1.920000 %
epoch 244, minibatch 50000/50000, validation error 1.920000 %
epoch 245, minibatch 50000/50000, validation error 1.920000 %
epoch 246, minibatch 50000/50000, validation error 1.920000 %
epoch 247, minibatch 50000/50000, validation error 1.920000 %
epoch 248, minibatch 50000/50000, validation error 1.920000 %
epoch 249, minibatch 50000/50000, validation error 1.920000 %
epoch 250, minibatch 50000/50000, validation error 1.920000 %
epoch 251, minibatch 50000/50000, validation error 1.920000 %
epoch 252, minibatch 50000/50000, validation error 1.920000 %
epoch 253, minibatch 50000/50000, validation error 1.920000 %
epoch 254, minibatch 50000/50000, validation error 1.920000 %
epoch 255, minibatch 50000/50000, validation error 1.920000 %
epoch 256, minibatch 50000/50000, validation error 1.920000 %
epoch 257, minibatch 50000/50000, validation error 1.920000 %
epoch 258, minibatch 50000/50000, validation error 1.920000 %
epoch 259, minibatch 50000/50000, validation error 1.920000 %
epoch 260, minibatch 50000/50000, validation error 1.920000 %
epoch 261, minibatch 50000/50000, validation error 1.920000 %
epoch 262, minibatch 50000/50000, validation error 1.920000 %
epoch 263, minibatch 50000/50000, validation error 1.920000 %
epoch 264, minibatch 50000/50000, validation error 1.920000 %
epoch 265, minibatch 50000/50000, validation error 1.920000 %
epoch 266, minibatch 50000/50000, validation error 1.930000 %
epoch 267, minibatch 50000/50000, validation error 1.930000 %
epoch 268, minibatch 50000/50000, validation error 1.930000 %
epoch 269, minibatch 50000/50000, validation error 1.930000 %
epoch 270, minibatch 50000/50000, validation error 1.930000 %
epoch 271, minibatch 50000/50000, validation error 1.930000 %
epoch 272, minibatch 50000/50000, validation error 1.930000 %
epoch 273, minibatch 50000/50000, validation error 1.930000 %
epoch 274, minibatch 50000/50000, validation error 1.930000 %
epoch 275, minibatch 50000/50000, validation error 1.930000 %
epoch 276, minibatch 50000/50000, validation error 1.930000 %
epoch 277, minibatch 50000/50000, validation error 1.930000 %
epoch 278, minibatch 50000/50000, validation error 1.920000 %
epoch 279, minibatch 50000/50000, validation error 1.920000 %
epoch 280, minibatch 50000/50000, validation error 1.920000 %
epoch 281, minibatch 50000/50000, validation error 1.920000 %
epoch 282, minibatch 50000/50000, validation error 1.920000 %
epoch 283, minibatch 50000/50000, validation error 1.920000 %
epoch 284, minibatch 50000/50000, validation error 1.920000 %
epoch 285, minibatch 50000/50000, validation error 1.920000 %
epoch 286, minibatch 50000/50000, validation error 1.910000 %
     epoch 286, minibatch 50000/50000, test error of best model 1.990000 %
epoch 287, minibatch 50000/50000, validation error 1.900000 %
     epoch 287, minibatch 50000/50000, test error of best model 1.980000 %
epoch 288, minibatch 50000/50000, validation error 1.900000 %
epoch 289, minibatch 50000/50000, validation error 1.900000 %
epoch 290, minibatch 50000/50000, validation error 1.900000 %
epoch 291, minibatch 50000/50000, validation error 1.900000 %
epoch 292, minibatch 50000/50000, validation error 1.900000 %
epoch 293, minibatch 50000/50000, validation error 1.900000 %
epoch 294, minibatch 50000/50000, validation error 1.900000 %
epoch 295, minibatch 50000/50000, validation error 1.900000 %
epoch 296, minibatch 50000/50000, validation error 1.900000 %
epoch 297, minibatch 50000/50000, validation error 1.900000 %
epoch 298, minibatch 50000/50000, validation error 1.900000 %
epoch 299, minibatch 50000/50000, validation error 1.900000 %
epoch 300, minibatch 50000/50000, validation error 1.890000 %
     epoch 300, minibatch 50000/50000, test error of best model 1.970000 %
epoch 301, minibatch 50000/50000, validation error 1.890000 %
epoch 302, minibatch 50000/50000, validation error 1.890000 %
epoch 303, minibatch 50000/50000, validation error 1.890000 %
epoch 304, minibatch 50000/50000, validation error 1.890000 %
epoch 305, minibatch 50000/50000, validation error 1.890000 %
epoch 306, minibatch 50000/50000, validation error 1.890000 %
epoch 307, minibatch 50000/50000, validation error 1.890000 %
epoch 308, minibatch 50000/50000, validation error 1.890000 %
epoch 309, minibatch 50000/50000, validation error 1.890000 %
epoch 310, minibatch 50000/50000, validation error 1.890000 %
epoch 311, minibatch 50000/50000, validation error 1.890000 %
epoch 312, minibatch 50000/50000, validation error 1.890000 %
epoch 313, minibatch 50000/50000, validation error 1.890000 %
epoch 314, minibatch 50000/50000, validation error 1.890000 %
epoch 315, minibatch 50000/50000, validation error 1.890000 %
epoch 316, minibatch 50000/50000, validation error 1.890000 %
epoch 317, minibatch 50000/50000, validation error 1.890000 %
epoch 318, minibatch 50000/50000, validation error 1.890000 %
epoch 319, minibatch 50000/50000, validation error 1.890000 %
epoch 320, minibatch 50000/50000, validation error 1.890000 %
epoch 321, minibatch 50000/50000, validation error 1.890000 %
epoch 322, minibatch 50000/50000, validation error 1.890000 %
epoch 323, minibatch 50000/50000, validation error 1.890000 %
epoch 324, minibatch 50000/50000, validation error 1.890000 %
epoch 325, minibatch 50000/50000, validation error 1.890000 %
epoch 326, minibatch 50000/50000, validation error 1.890000 %
epoch 327, minibatch 50000/50000, validation error 1.890000 %
epoch 328, minibatch 50000/50000, validation error 1.890000 %
epoch 329, minibatch 50000/50000, validation error 1.890000 %
epoch 330, minibatch 50000/50000, validation error 1.890000 %
epoch 331, minibatch 50000/50000, validation error 1.890000 %
epoch 332, minibatch 50000/50000, validation error 1.890000 %
epoch 333, minibatch 50000/50000, validation error 1.890000 %
epoch 334, minibatch 50000/50000, validation error 1.890000 %
epoch 335, minibatch 50000/50000, validation error 1.890000 %
epoch 336, minibatch 50000/50000, validation error 1.890000 %
epoch 337, minibatch 50000/50000, validation error 1.890000 %
epoch 338, minibatch 50000/50000, validation error 1.890000 %
epoch 339, minibatch 50000/50000, validation error 1.890000 %
epoch 340, minibatch 50000/50000, validation error 1.890000 %
epoch 341, minibatch 50000/50000, validation error 1.890000 %
epoch 342, minibatch 50000/50000, validation error 1.890000 %
epoch 343, minibatch 50000/50000, validation error 1.890000 %
epoch 344, minibatch 50000/50000, validation error 1.890000 %
epoch 345, minibatch 50000/50000, validation error 1.890000 %
epoch 346, minibatch 50000/50000, validation error 1.890000 %
epoch 347, minibatch 50000/50000, validation error 1.890000 %
epoch 348, minibatch 50000/50000, validation error 1.890000 %
epoch 349, minibatch 50000/50000, validation error 1.890000 %
epoch 350, minibatch 50000/50000, validation error 1.890000 %
epoch 351, minibatch 50000/50000, validation error 1.890000 %
epoch 352, minibatch 50000/50000, validation error 1.890000 %
epoch 353, minibatch 50000/50000, validation error 1.890000 %
epoch 354, minibatch 50000/50000, validation error 1.890000 %
epoch 355, minibatch 50000/50000, validation error 1.890000 %
epoch 356, minibatch 50000/50000, validation error 1.890000 %
epoch 357, minibatch 50000/50000, validation error 1.890000 %
epoch 358, minibatch 50000/50000, validation error 1.890000 %
epoch 359, minibatch 50000/50000, validation error 1.890000 %
epoch 360, minibatch 50000/50000, validation error 1.890000 %
epoch 361, minibatch 50000/50000, validation error 1.890000 %
epoch 362, minibatch 50000/50000, validation error 1.890000 %
epoch 363, minibatch 50000/50000, validation error 1.890000 %
epoch 364, minibatch 50000/50000, validation error 1.890000 %
epoch 365, minibatch 50000/50000, validation error 1.890000 %
epoch 366, minibatch 50000/50000, validation error 1.890000 %
epoch 367, minibatch 50000/50000, validation error 1.890000 %
epoch 368, minibatch 50000/50000, validation error 1.890000 %
epoch 369, minibatch 50000/50000, validation error 1.890000 %
epoch 370, minibatch 50000/50000, validation error 1.890000 %
epoch 371, minibatch 50000/50000, validation error 1.890000 %
epoch 372, minibatch 50000/50000, validation error 1.890000 %
epoch 373, minibatch 50000/50000, validation error 1.890000 %
epoch 374, minibatch 50000/50000, validation error 1.890000 %
epoch 375, minibatch 50000/50000, validation error 1.890000 %
epoch 376, minibatch 50000/50000, validation error 1.900000 %
epoch 377, minibatch 50000/50000, validation error 1.900000 %
epoch 378, minibatch 50000/50000, validation error 1.900000 %
epoch 379, minibatch 50000/50000, validation error 1.900000 %
epoch 380, minibatch 50000/50000, validation error 1.900000 %
epoch 381, minibatch 50000/50000, validation error 1.900000 %
epoch 382, minibatch 50000/50000, validation error 1.900000 %
epoch 383, minibatch 50000/50000, validation error 1.900000 %
epoch 384, minibatch 50000/50000, validation error 1.900000 %
epoch 385, minibatch 50000/50000, validation error 1.910000 %
epoch 386, minibatch 50000/50000, validation error 1.910000 %
epoch 387, minibatch 50000/50000, validation error 1.910000 %
epoch 388, minibatch 50000/50000, validation error 1.910000 %
epoch 389, minibatch 50000/50000, validation error 1.910000 %
epoch 390, minibatch 50000/50000, validation error 1.910000 %
epoch 391, minibatch 50000/50000, validation error 1.910000 %
epoch 392, minibatch 50000/50000, validation error 1.910000 %
epoch 393, minibatch 50000/50000, validation error 1.900000 %
epoch 394, minibatch 50000/50000, validation error 1.900000 %
epoch 395, minibatch 50000/50000, validation error 1.900000 %
epoch 396, minibatch 50000/50000, validation error 1.900000 %
epoch 397, minibatch 50000/50000, validation error 1.900000 %
epoch 398, minibatch 50000/50000, validation error 1.900000 %
epoch 399, minibatch 50000/50000, validation error 1.900000 %
epoch 400, minibatch 50000/50000, validation error 1.900000 %
epoch 401, minibatch 50000/50000, validation error 1.890000 %
epoch 402, minibatch 50000/50000, validation error 1.890000 %
epoch 403, minibatch 50000/50000, validation error 1.890000 %
epoch 404, minibatch 50000/50000, validation error 1.890000 %
epoch 405, minibatch 50000/50000, validation error 1.900000 %
epoch 406, minibatch 50000/50000, validation error 1.900000 %
epoch 407, minibatch 50000/50000, validation error 1.900000 %
epoch 408, minibatch 50000/50000, validation error 1.900000 %
epoch 409, minibatch 50000/50000, validation error 1.900000 %
epoch 410, minibatch 50000/50000, validation error 1.900000 %
epoch 411, minibatch 50000/50000, validation error 1.900000 %
epoch 412, minibatch 50000/50000, validation error 1.900000 %
epoch 413, minibatch 50000/50000, validation error 1.900000 %
epoch 414, minibatch 50000/50000, validation error 1.900000 %
epoch 415, minibatch 50000/50000, validation error 1.900000 %
epoch 416, minibatch 50000/50000, validation error 1.900000 %
epoch 417, minibatch 50000/50000, validation error 1.900000 %
epoch 418, minibatch 50000/50000, validation error 1.900000 %
epoch 419, minibatch 50000/50000, validation error 1.900000 %
epoch 420, minibatch 50000/50000, validation error 1.900000 %
epoch 421, minibatch 50000/50000, validation error 1.900000 %
epoch 422, minibatch 50000/50000, validation error 1.900000 %
epoch 423, minibatch 50000/50000, validation error 1.890000 %
epoch 424, minibatch 50000/50000, validation error 1.890000 %
epoch 425, minibatch 50000/50000, validation error 1.890000 %
epoch 426, minibatch 50000/50000, validation error 1.890000 %
epoch 427, minibatch 50000/50000, validation error 1.900000 %
epoch 428, minibatch 50000/50000, validation error 1.900000 %
epoch 429, minibatch 50000/50000, validation error 1.900000 %
epoch 430, minibatch 50000/50000, validation error 1.900000 %
epoch 431, minibatch 50000/50000, validation error 1.900000 %
epoch 432, minibatch 50000/50000, validation error 1.900000 %
epoch 433, minibatch 50000/50000, validation error 1.900000 %
